PackageIdentifier,GitHubRepo,AvailableVersions,VersionFormatPattern,CurrentLatestVersionInWinGet,InstallerURLsCount,LatestVersionURLsInWinGet,ArchExtPairs,HasOpenPullRequests,GitHubLatest,LatestGitHubURLs,WinGetVersionsFound,URLComparisonPerformed,ExactURLMatches,HasAnyURLMatch,WinGetVersionsList,UniqueWinGetURLsCount,ExactMatchDetails,GitHubURLsChecked,WinGetURLsTotal,ComparisonFailureReason
goplus.gop,goplus/gop,"1.2.0,1.2.1,1.2.2,1.2.5,1.2.6,1.3.0,1.3.1,1.3.8,1.3.9,1.4.0,1.4.5,1.4.6",1NumDot1NumDot1Num,1.4.6,3,"https://github.com/goplus/gop/releases/download/v1.4.6/gop1.4.6.windows-386.zip,https://github.com/goplus/gop/releases/download/v1.4.6/gop1.4.6.windows-amd64.zip,https://github.com/goplus/gop/releases/download/v1.4.6/gop1.4.6.windows-arm64.zip","386-zip,amd64-zip,arm64-zip",absent,v1.5.0,"https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-386.zip,https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-amd64.zip,https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-arm64.zip",12,True,0,False,"1.3.9,1.2.6,1.3.1,1.2.5,1.2.1,1.4.5,1.4.0,1.4.6,1.2.2,1.3.8,1.2.0,1.3.0",36,,"https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-386.zip,https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-amd64.zip,https://github.com/goplus/xgo/releases/download/v1.5.0/xgo1.5.0.windows-arm64.zip",36,
WinFsp.WinFsp.Beta,winfsp/winfsp,2.1.24255,1NumDot1NumDot5Num,2.1.24255,1,https://github.com/winfsp/winfsp/releases/download/v2.1B2/winfsp-2.1.24255.msi,NA-msi,absent,v2.1,https://github.com/winfsp/winfsp/releases/download/v2.1/winfsp-2.1.25156.msi,1,True,0,False,2.1.24255,1,,https://github.com/winfsp/winfsp/releases/download/v2.1/winfsp-2.1.25156.msi,1,
Bloret.Launcher,BloretCrew/Bloret-Launcher,"5,6.1,6.2","1Num,1NumDot1Num",6.2,1,https://github.com/BloretCrew/Bloret-Launcher/releases/download/6.2/Bloret-Launcher-Setup.exe,NA-exe,absent,6.3,https://github.com/BloretCrew/Bloret-Launcher/releases/download/6.3/Bloret.Launcher.Setup.exe,3,True,0,False,"5,6.2,6.1",3,,https://github.com/BloretCrew/Bloret-Launcher/releases/download/6.3/Bloret.Launcher.Setup.exe,3,
LiteXLTeam.LPM,lite-xl/lite-xl-plugin-manager,"1.3.1,1.4.0",1NumDot1NumDot1Num,1.4.0,1,https://github.com/lite-xl/lite-xl-plugin-manager/releases/download/v1.4.0/lpm.x86_64-windows.exe,x86_64-exe,absent,continuous,https://github.com/lite-xl/lite-xl-plugin-manager/releases/download/continuous/lpm.x86_64-windows.exe,2,True,0,False,"1.3.1,1.4.0",2,,https://github.com/lite-xl/lite-xl-plugin-manager/releases/download/continuous/lpm.x86_64-windows.exe,2,
zadjii.TMDBSearch,zadjii/CmdPalExtensions,"0.0.1.0,0.0.2,0.0.4","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot1Num",0.0.4,1,https://github.com/zadjii/CmdPalExtensions/releases/download/tmdb%2Fv0.0.4/TmdbExtension_0.0.4.0_x64.msix,x64-msix,absent,mastodon/v0.0.5,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,3,True,0,False,"0.0.4,0.0.1.0,0.0.2",3,,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,3,
CarnegieMellonUniversity.Alice3,TheAliceProject/alice3,"3.7.0.0,3.8.0.0",1NumDot1NumDot1NumDot1Num,3.8.0.0,1,https://github.com/TheAliceProject/alice3/releases/download/3.8.0.0/alice3_windows-x64_installer_3_8_0_0+build_1046.exe,windows-x64-exe,absent,3.9.0.2,https://github.com/TheAliceProject/alice3/releases/download/3.9.0.2/alice3_windows-x64_installer_3_9_0_2+build_1224.exe,2,True,0,False,"3.8.0.0,3.7.0.0",2,,https://github.com/TheAliceProject/alice3/releases/download/3.9.0.2/alice3_windows-x64_installer_3_9_0_2+build_1224.exe,2,
PaulWoolcock.SyncOutlookandGooglecalendars,phw198/OutlookGoogleCalendarSync,2.9.0-beta,1NumDot1NumDot1NumDashbeta,2.9.0-beta,1,https://github.com/phw198/OutlookGoogleCalendarSync/releases/download/v2.9.0-beta/Setup.exe,NA-exe,absent,v2.11.0-beta,https://github.com/phw198/OutlookGoogleCalendarSync/releases/download/v2.11.0-beta/OGCS_Setup.exe,1,True,0,False,2.9.0-beta,1,,https://github.com/phw198/OutlookGoogleCalendarSync/releases/download/v2.11.0-beta/OGCS_Setup.exe,1,
KellyElton.Max.Backup,kellyelton/MaxBackup,0.1.3,1NumDot1NumDot1Num,0.1.3,1,https://github.com/kellyelton/MaxBackup/releases/download/0.1.3.0/Max.Installer.Package.msi,NA-msi,absent,0.1.6.0,https://github.com/kellyelton/MaxBackup/releases/download/0.1.6.0/Max.Installer.Package.msi,1,True,0,False,0.1.3,1,,https://github.com/kellyelton/MaxBackup/releases/download/0.1.6.0/Max.Installer.Package.msi,1,
OpenGMK.GM8Decompiler.GNU,OpenGMK/GM8Decompiler,2.1.1,1NumDot1NumDot1Num,2.1.1,2,"https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.1.1/gm8decompiler-v2.1.1-i686-pc-windows-gnu.zip,https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.1.1/gm8decompiler-v2.1.1-x86_64-pc-windows-gnu.zip","i686-zip,x86_64-zip",absent,v2.2.0,"https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.2.0/gm8decompiler-v2.2.0-i686-pc-windows-msvc.zip,https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.2.0/gm8decompiler-v2.2.0-x86_64-pc-windows-msvc.zip",1,True,0,False,2.1.1,2,,"https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.2.0/gm8decompiler-v2.2.0-i686-pc-windows-msvc.zip,https://github.com/OpenGMK/GM8Decompiler/releases/download/v2.2.0/gm8decompiler-v2.2.0-x86_64-pc-windows-msvc.zip",2,
ApeCloud.kbcli,apecloud/kbcli,"0.8.1,0.8.2,0.8.3,0.9.0",1NumDot1NumDot1Num,0.9.0,1,https://github.com/apecloud/kbcli/releases/download/v0.9.0/kbcli.exe,NA-exe,absent,v1.0.0,https://github.com/apecloud/kbcli/releases/download/v1.0.0/kbcli.exe,4,True,0,False,"0.8.3,0.8.2,0.8.1,0.9.0",4,,https://github.com/apecloud/kbcli/releases/download/v1.0.0/kbcli.exe,4,
OpenStenoProject.Plover,openstenoproject/plover,"4.0.0,4.0.0.dev10,4.0.0.dev11,4.0.0.dev12,4.0.0rc2,4.0.1,4.0.2","1NumDot1NumDot1Num,1NumDot1NumDot1NumDotdev2Num,1NumDot1NumDot1Numrc1Num",4.0.2,1,https://github.com/openstenoproject/plover/releases/download/v4.0.2/plover-4.0.2-win64.setup.exe,win64-exe,absent,v4.0.3,https://github.com/openstenoproject/plover/releases/download/v4.0.3/plover-4.0.3-win64.setup.exe,7,True,0,False,"4.0.0rc2,4.0.1,4.0.0.dev11,4.0.0.dev12,4.0.0.dev10,4.0.2,4.0.0",7,,https://github.com/openstenoproject/plover/releases/download/v4.0.3/plover-4.0.3-win64.setup.exe,7,
GitHub.Atom.Beta,atom/atom,"1.58.0-beta0,1.59.0-beta0,1.60.0-beta0,1.61.0-beta0",1NumDot2NumDot1NumDashbeta1Num,1.61.0-beta0,2,"https://github.com/atom/atom/releases/download/v1.61.0-beta0/AtomSetup.exe,https://github.com/atom/atom/releases/download/v1.61.0-beta0/AtomSetup-x64.exe","NA-exe,x64-exe",absent,v1.60.0,"https://github.com/atom/atom/releases/download/v1.60.0/AtomSetup-x64.exe,https://github.com/atom/atom/releases/download/v1.60.0/AtomSetup.exe",4,True,0,False,"1.60.0-beta0,1.61.0-beta0,1.58.0-beta0,1.59.0-beta0",8,,"https://github.com/atom/atom/releases/download/v1.60.0/AtomSetup-x64.exe,https://github.com/atom/atom/releases/download/v1.60.0/AtomSetup.exe",8,
Zettlr.Zettlr.Beta,Zettlr/Zettlr,"3.0.0-beta.2,3.0.0-beta.3,3.0.0-beta.4,3.0.0-beta.5,3.0.0-beta.6,3.0.0-beta.7,3.0.0-beta.8",1NumDot1NumDot1NumDashbetaDot1Num,3.0.0-beta.8,1,https://github.com/Zettlr/Zettlr/releases/download/v3.0.0-beta.8/Zettlr-3.0.0-beta.8-x64.exe,x64-exe,absent,v3.5.1,https://github.com/Zettlr/Zettlr/releases/download/v3.5.1/Zettlr-3.5.1-x64.exe,7,True,0,False,"3.0.0-beta.8,3.0.0-beta.7,3.0.0-beta.3,3.0.0-beta.4,3.0.0-beta.6,3.0.0-beta.5,3.0.0-beta.2",7,,https://github.com/Zettlr/Zettlr/releases/download/v3.5.1/Zettlr-3.5.1-x64.exe,7,
HMCL.HMCL.Dev,HMCL-dev/HMCL,"3.5.0.213,3.5.0.214,3.5.2.215,3.5.2.216,3.5.2.217,3.5.2.218,3.5.3.221,3.5.3.222,3.5.3.223,3.5.3.224,3.5.3.226,3.5.3.227,3.5.3.228,3.5.3.229,3.5.3.230,3.5.4.232,3.5.4.233,3.5.4.234,3.5.5.235,3.5.5.236,3.5.5.237,3.5.5.238,3.5.6.239,3.5.6.240,3.5.6.241,3.5.6.242,3.5.7.244,3.5.7.245,3.5.8.248,3.5.8.249,3.5.8.250,3.5.8.251,3.5.9.252,3.5.9.254,3.5.9.255,3.5.9.257,3.5.9.258,3.5.9.259,3.5.9.260,3.5.9.261,3.5.9.262,3.5.9.263,3.6.11.264,3.6.11.265,3.6.11.266,3.6.11.267,3.6.11.268,3.6.11.269,3.6.11.270,3.6.11.271,3.6.11.272,3.6.11.273,3.6.12.274,3.6.12.275,3.6.12.276,3.6.12.278,3.6.12.279,3.6.12.280,3.6.12.281,3.6.12.282,3.6.12.283","1NumDot1NumDot1NumDot3Num,1NumDot1NumDot2NumDot3Num",3.6.12.283,1,https://github.com/HMCL-dev/HMCL/releases/download/v3.6.12.283/HMCL-3.6.12.283.exe,NA-exe,absent,release-3.6.14,https://github.com/HMCL-dev/HMCL/releases/download/release-3.6.14/HMCL-3.6.14.exe,61,True,0,False,"3.5.2.215,3.5.3.224,3.5.6.242,3.5.3.227,3.5.4.234,3.5.6.239,3.5.6.240,3.6.11.265,3.6.11.268,3.6.11.273,3.6.12.281,3.5.5.237,3.6.12.275,3.5.3.222,3.5.8.249,3.5.9.260,3.5.3.223,3.6.12.283,3.5.3.229,3.5.2.216,3.5.7.245,3.5.3.226,3.5.9.252,3.5.8.251,3.5.6.241,3.5.5.236,3.5.0.214,3.6.11.270,3.5.8.248,3.5.9.263,3.5.9.257,3.6.12.279,3.5.9.262,3.5.3.230,3.5.3.221,3.6.11.264,3.6.11.271,3.5.9.258,3.5.4.233,3.6.12.276,3.6.11.272,3.5.4.232,3.5.9.261,3.5.7.244,3.5.0.213,3.5.5.238,3.6.11.269,3.6.11.267,3.5.9.254,3.5.8.250,3.6.12.282,3.5.2.218,3.5.3.228,3.6.11.266,3.6.12.274,3.5.5.235,3.6.12.278,3.5.9.255,3.6.12.280,3.5.2.217,3.5.9.259",61,,https://github.com/HMCL-dev/HMCL/releases/download/release-3.6.14/HMCL-3.6.14.exe,61,
RawTherapee.RawTherapee.Dev,Beep6581/RawTherapee,5.12-8-g9f9b6ede8,1NumDot2NumDash1NumDash1Letter1Num1Letter1Num1Letter1Num3Letter1Num,5.12-8-g9f9b6ede8,1,https://github.com/Beep6581/RawTherapee/releases/download/nightly-github-actions/RawTherapee_dev_win64_release.exe,win64-exe,absent,5.12,https://github.com/RawTherapee/RawTherapee/releases/download/5.12/RawTherapee_5.12_win64_release.exe,1,True,0,False,5.12-8-g9f9b6ede8,1,,https://github.com/RawTherapee/RawTherapee/releases/download/5.12/RawTherapee_5.12_win64_release.exe,1,
igoogolx.lux,igoogolx/lux,"1.33.2,1.34.0,1.34.1,1.35.0,1.35.1",1NumDot2NumDot1Num,1.35.1,1,https://github.com/igoogolx/lux/releases/download/v1.35.1/lux-1.35.1-x64-windows.exe,x64-exe,absent,v1.35.2,https://github.com/igoogolx/lux/releases/download/v1.35.2/lux-1.35.2-x64-windows.exe,5,True,0,False,"1.35.0,1.35.1,1.34.0,1.33.2,1.34.1",5,,https://github.com/igoogolx/lux/releases/download/v1.35.2/lux-1.35.2-x64-windows.exe,5,
TravisCobbs.LDView,tcobbs/ldview,4.5.0.0,1NumDot1NumDot1NumDot1Num,4.5.0.0,2,"https://github.com/tcobbs/ldview/releases/download/v4.5/LDView64-4500.exe,https://github.com/tcobbs/ldview/releases/download/v4.5/LDView-4500.exe",NA-exe,absent,v4.6,"https://github.com/tcobbs/ldview/releases/download/v4.6/LDView-4600.exe,https://github.com/tcobbs/ldview/releases/download/v4.6/LDView64-4600.exe",1,True,0,False,4.5.0.0,2,,"https://github.com/tcobbs/ldview/releases/download/v4.6/LDView-4600.exe,https://github.com/tcobbs/ldview/releases/download/v4.6/LDView64-4600.exe",2,
OBSProject.OBSStudio.Pre-release,obsproject/obs-studio,"28.0.0-rc2,28.1.0,28.1.0-rc1,29.0.0-beta1,29.0.0-beta2,29.0.0-beta3,29.1.0-beta1,29.1.0-beta2,29.1.0-beta3,30.0.0-beta1,30.0.0-beta2,30.0.0-beta3,30.0.0-rc2,30.1.0,31.1.0-beta2,31.1.0-rc1","2NumDot1NumDot1Num,2NumDot1NumDot1NumDashbeta1Num,2NumDot1NumDot1NumDashrc1Num",31.1.0-rc1,1,https://github.com/obsproject/obs-studio/releases/download/31.1.0-rc1/OBS-Studio-31.1.0-rc1-Windows-x64-Installer.exe,windows-x64-exe,absent,31.1.1,https://github.com/obsproject/obs-studio/releases/download/31.1.1/OBS-Studio-31.1.1-Windows-x64-Installer.exe,16,True,0,False,"29.1.0-beta2,30.1.0,29.1.0-beta1,31.1.0-beta2,29.1.0-beta3,29.0.0-beta3,30.0.0-beta3,30.0.0-beta2,28.0.0-rc2,30.0.0-beta1,31.1.0-rc1,29.0.0-beta2,28.1.0-rc1,28.1.0,29.0.0-beta1,30.0.0-rc2",16,,https://github.com/obsproject/obs-studio/releases/download/31.1.1/OBS-Studio-31.1.1-Windows-x64-Installer.exe,16,
Hiddify.Next.Beta,hiddify/hiddify-next,"0.10.7,2.3.1","1NumDot1NumDot1Num,1NumDot2NumDot1Num",2.3.1,1,https://github.com/hiddify/hiddify-next/releases/download/v2.3.1/Hiddify-Windows-Setup-x64.exe,x64-exe,absent,v2.0.5,https://github.com/hiddify/hiddify-app/releases/download/v2.0.5/Hiddify-Windows-Setup-x64.exe,2,True,0,False,"2.3.1,0.10.7",2,,https://github.com/hiddify/hiddify-app/releases/download/v2.0.5/Hiddify-Windows-Setup-x64.exe,2,
stevencohn.OneMore,stevencohn/OneMore,"2.10.0,2.11,2.12,2.13,2.13.1,2.14,2.14.1,2.15,2.15.1,2.16,2.17,2.17.1,2.18,2.19,2.19.1,2.19.2,2.9,3.0.0,3.1,3.10.7,3.10.8,3.11,3.11.2,3.11.3,3.12,3.12.1,3.12.2,3.12.3,3.12.4,3.13,3.13.1,3.14,3.15,3.15.1,3.15.2,3.16,3.17,3.18,3.18.1,3.18.2,3.18.3,3.19,3.19.1,3.19.2,3.19.3,3.19.4,3.19.5,3.20,3.21,3.21.1,3.26,3.27,3.28,3.29.1,3.30,3.4,3.4.1,3.4.2,3.4.3,3.4.4,3.5,3.6,3.6.1,3.6.2,3.7,3.7.1,3.8,3.8.1,3.8.2,3.8.3,3.8.4,3.9,3.9.1,3.9.2,3.9.3,3.9.4,4.0,4.1,4.1.1,4.10,4.10.1,4.11,4.12,4.12.1,4.13,4.13.2,4.14,4.15,4.17,4.18,4.19,4.2,4.3,4.4,4.5,4.6,4.7,4.7.1,4.8,4.8.1,4.9,4.9.1,4.9.2,5.0.0,5.1.0,5.1.1,5.1.2,5.2.0,5.2.1,5.3.0,5.4.0,5.4.1,5.4.2,5.4.3,5.4.4,5.5.0,5.7.0,5.7.1,5.7.2,5.8.2,5.8.3,5.8.4,5.8.5,5.9.0,6.7.1,6.7.3","1NumDot1Num,1NumDot1NumDot1Num,1NumDot2Num,1NumDot2NumDot1Num",6.7.3,2,"https://github.com/stevencohn/OneMore/releases/download/6.7.3/OneMore_6.7.3_Setupx86.msi,https://github.com/stevencohn/OneMore/releases/download/6.7.3/OneMore_6.7.3_Setupx64.msi","64-msi,NA-msi",absent,6.7.4,"https://github.com/stevencohn/OneMore/releases/download/6.7.4/OneMore_6.7.4_Setupx64.msi,https://github.com/stevencohn/OneMore/releases/download/6.7.4/OneMore_6.7.4_Setupx86.msi",126,True,0,False,"3.30,4.7.1,5.2.1,3.4.2,4.8.1,5.1.0,4.13,3.12.1,3.4.1,5.7.0,3.4,4.12,3.21.1,2.9,3.17,4.6,3.8.4,3.6,2.13.1,5.4.1,3.12.4,5.1.1,2.17,3.20,5.8.2,3.15.1,3.9.1,3.9,2.19.1,5.8.3,3.5,4.0,2.18,4.9.1,3.12.2,2.14,3.14,3.1,2.15,4.8,4.13.2,3.9.4,3.15.2,2.10.0,3.7,2.14.1,3.6.1,2.17.1,4.17,6.7.1,3.29.1,3.0.0,5.9.0,3.12,5.4.0,4.1.1,2.19,4.10,3.27,5.8.4,3.8.2,5.0.0,5.3.0,4.9,4.1,4.9.2,3.6.2,3.26,4.5,3.11,2.13,3.9.3,3.28,3.19,3.11.3,4.19,2.15.1,4.12.1,3.18,3.9.2,3.10.8,4.3,2.16,2.12,3.19.2,3.8.1,3.18.3,5.8.5,5.2.0,3.12.3,5.5.0,4.14,6.7.3,3.10.7,4.10.1,4.7,4.15,3.18.1,4.11,3.21,3.4.3,3.13,3.11.2,3.7.1,3.19.5,5.7.1,4.18,3.15,4.2,5.7.2,3.8,5.1.2,3.18.2,4.4,5.4.2,5.4.3,3.16,5.4.4,3.13.1,2.19.2,3.19.1,3.4.4,3.19.4,3.19.3,3.8.3,2.11",172,,"https://github.com/stevencohn/OneMore/releases/download/6.7.4/OneMore_6.7.4_Setupx64.msi,https://github.com/stevencohn/OneMore/releases/download/6.7.4/OneMore_6.7.4_Setupx86.msi",172,
jurplel.qView.Nightly,jurplel/qView,2025.03.18.1,4NumDot2NumDot2NumDot1Num,2025.03.18.1,3,"https://github.com/jurplel/qView/releases/download/nightly/qView-nightly-Windows_32-2025-03-18.1.zip,https://github.com/jurplel/qView/releases/download/nightly/qView-nightly-Windows_64-2025-03-18.1.zip,https://github.com/jurplel/qView/releases/download/nightly/qView-nightly-Windows_arm64-2025-03-18.1.zip","32-zip,64-zip,arm64-zip",absent,7.0,"https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-win32.zip,https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-win64.zip,https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-winarm64.zip",1,True,0,False,2025.03.18.1,3,,"https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-win32.zip,https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-win64.zip,https://github.com/jurplel/qView/releases/download/7.0/qView-7.0-winarm64.zip",3,
Secret.Chat,SagMeinenNamen/SecretChat,2.7,1NumDot1Num,2.7,1,https://github.com/SagMeinenNamen/SecretChat/raw/main/Output/SecretChat-Installer.exe,NA-exe,absent,SecretChat-Installer,https://github.com/veudal/SecretChat/releases/download/SecretChat-Installer/SecretChat-Installer.exe,1,True,0,False,2.7,1,,https://github.com/veudal/SecretChat/releases/download/SecretChat-Installer/SecretChat-Installer.exe,1,
Nextcloud.Talk.Beta,nextcloud-releases/talk-desktop,"1.1.0-beta,1.1.1-beta,1.1.2-beta,1.1.3-beta,1.1.4-beta,1.1.5,1.1.6,1.1.7,1.1.8,1.1.9,1.2.0-beta,1.2.1-beta,1.2.2-beta,1.2.3","1NumDot1NumDot1Num,1NumDot1NumDot1NumDashbeta",1.2.3,1,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.3/Nextcloud.Talk-windows-x64.exe,windows-x64-exe,absent,v1.2.4,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.4/Nextcloud.Talk-windows-x64.exe,14,True,0,False,"1.1.5,1.2.0-beta,1.1.2-beta,1.2.3,1.1.3-beta,1.1.1-beta,1.1.8,1.1.0-beta,1.1.7,1.2.2-beta,1.1.9,1.1.4-beta,1.2.1-beta,1.1.6",14,,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.4/Nextcloud.Talk-windows-x64.exe,14,
CondaForge.Mambaforge.PyPy3,conda-forge/miniforge,"24.11.0-0,24.11.0-1,24.3.0-0,24.7.1-0,24.7.1-2,24.9.0-0,24.9.2-0","2NumDot1NumDot1NumDash1Num,2NumDot2NumDot1NumDash1Num",24.11.0-1,2,"https://github.com/conda-forge/miniforge/releases/download/24.11.0-1/Mambaforge-pypy3-24.11.0-1-Windows-x86_64.exe,https://github.com/conda-forge/miniforge/releases/download/24.11.0-1/Mambaforge-pypy3-24.11.0-1-Windows-x86_64.exe",x86_64-exe,absent,25.3.0-3,"https://github.com/conda-forge/miniforge/releases/download/25.3.0-3/Miniforge3-25.3.0-3-Windows-x86_64.exe,https://github.com/conda-forge/miniforge/releases/download/25.3.0-3/Miniforge3-Windows-x86_64.exe",7,True,0,False,"24.9.2-0,24.7.1-0,24.3.0-0,24.11.0-1,24.11.0-0,24.7.1-2,24.9.0-0",7,,"https://github.com/conda-forge/miniforge/releases/download/25.3.0-3/Miniforge3-25.3.0-3-Windows-x86_64.exe,https://github.com/conda-forge/miniforge/releases/download/25.3.0-3/Miniforge3-Windows-x86_64.exe",7,
nginx.nginx-prometheus-exporter,nginx/nginx-prometheus-exporter,"1.1.0,1.2.0,1.3.0,1.4.1",1NumDot1NumDot1Num,1.4.1,3,"https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.1/nginx-prometheus-exporter_1.4.1_windows_amd64.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.1/nginx-prometheus-exporter_1.4.1_windows_386.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.1/nginx-prometheus-exporter_1.4.1_windows_arm64.zip","386-zip,amd64-zip,arm64-zip",absent,v1.4.2,"https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_386.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_amd64.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_arm64.zip",4,True,0,False,"1.4.1,1.1.0,1.2.0,1.3.0",12,,"https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_386.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_amd64.zip,https://github.com/nginx/nginx-prometheus-exporter/releases/download/v1.4.2/nginx-prometheus-exporter_1.4.2_windows_arm64.zip",12,
stacklok.minder,mindersec/minder,"0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.36,0.0.37,0.0.38,0.0.39,0.0.40,0.0.41,0.0.42,0.0.43,0.0.44,0.0.45,0.0.46,0.0.47,0.0.49,0.0.50,0.0.51,0.0.53,0.0.54,0.0.55,0.0.56,0.0.58,0.0.60,0.0.61,0.0.62,0.0.64,0.0.66,0.0.67,0.0.68,0.0.69,0.0.70,0.0.71,0.0.72,0.0.73,0.0.74,0.0.75,0.0.76,0.0.77",1NumDot1NumDot2Num,0.0.77,2,"https://github.com/mindersec/minder/releases/download/v0.0.77/minder_0.0.77_windows_amd64.zip,https://github.com/mindersec/minder/releases/download/v0.0.77/minder_0.0.77_windows_arm64.zip","amd64-zip,arm64-zip",absent,v0.1.0,"https://github.com/mindersec/minder/releases/download/v0.1.0/minder_0.1.0_windows_amd64.zip,https://github.com/mindersec/minder/releases/download/v0.1.0/minder_0.1.0_windows_arm64.zip",57,True,0,False,"0.0.26,0.0.19,0.0.21,0.0.47,0.0.29,0.0.40,0.0.43,0.0.45,0.0.36,0.0.60,0.0.28,0.0.71,0.0.72,0.0.32,0.0.67,0.0.14,0.0.33,0.0.24,0.0.27,0.0.58,0.0.51,0.0.53,0.0.16,0.0.37,0.0.31,0.0.22,0.0.39,0.0.42,0.0.38,0.0.18,0.0.15,0.0.23,0.0.50,0.0.34,0.0.20,0.0.70,0.0.66,0.0.30,0.0.44,0.0.61,0.0.56,0.0.55,0.0.49,0.0.73,0.0.69,0.0.77,0.0.76,0.0.54,0.0.75,0.0.41,0.0.68,0.0.74,0.0.46,0.0.64,0.0.62,0.0.25,0.0.17",114,,"https://github.com/mindersec/minder/releases/download/v0.1.0/minder_0.1.0_windows_amd64.zip,https://github.com/mindersec/minder/releases/download/v0.1.0/minder_0.1.0_windows_arm64.zip",114,
Microsoft.DSC,PowerShell/DSC,"3.0.0,3.0.1,3.0.2",1NumDot1NumDot1Num,3.0.2,2,"https://github.com/PowerShell/DSC/releases/download/v3.0.2/DSC-3.0.2-x86_64-pc-windows-msvc.zip,https://github.com/PowerShell/DSC/releases/download/v3.0.2/DSC-3.0.2-aarch64-pc-windows-msvc.zip","aarch64-zip,x86_64-zip",absent,v3.1.0,"https://github.com/PowerShell/DSC/releases/download/v3.1.0/DSC-3.1.0-aarch64-pc-windows-msvc.zip,https://github.com/PowerShell/DSC/releases/download/v3.1.0/DSC-3.1.0-x86_64-pc-windows-msvc.zip",3,True,0,False,"3.0.0,3.0.1,3.0.2",6,,"https://github.com/PowerShell/DSC/releases/download/v3.1.0/DSC-3.1.0-aarch64-pc-windows-msvc.zip,https://github.com/PowerShell/DSC/releases/download/v3.1.0/DSC-3.1.0-x86_64-pc-windows-msvc.zip",6,
Intel.PresentMon.Beta,GameTechDev/PresentMon,"0.5.0.0,0.6.0.0",1NumDot1NumDot1NumDot1Num,0.6.0.0,1,https://github.com/GameTechDev/PresentMon/releases/download/ipm-0.6-2/PMInstaller-v0.6-beta.msi,NA-msi,absent,v2.3.1,https://github.com/GameTechDev/PresentMon/releases/download/v2.3.1/PresentMon-v2.3.1.msi,2,True,0,False,"0.6.0.0,0.5.0.0",2,,https://github.com/GameTechDev/PresentMon/releases/download/v2.3.1/PresentMon-v2.3.1.msi,2,
lucasg.Dependencies,himeshsameera/Dependencies,"1.11.1,2.1.0","1NumDot1NumDot1Num,1NumDot2NumDot1Num",2.1.0,2,"https://github.com/himeshsameera/Dependencies/releases/download/v2.1.0/Dependencies_v2.1.0_x86.zip,https://github.com/himeshsameera/Dependencies/releases/download/v2.1.0/Dependencies_v2.1.0_x64.zip","x64-zip,x86-zip",absent,v2.2.0,"https://github.com/himeshsameera/Dependencies/releases/download/v2.2.0/Dependencies_v2.2.0_x64.zip,https://github.com/himeshsameera/Dependencies/releases/download/v2.2.0/Dependencies_v2.2.0_x86.zip",2,True,0,False,"1.11.1,2.1.0",4,,"https://github.com/himeshsameera/Dependencies/releases/download/v2.2.0/Dependencies_v2.2.0_x64.zip,https://github.com/himeshsameera/Dependencies/releases/download/v2.2.0/Dependencies_v2.2.0_x86.zip",4,
